"Station number","River","Location","Catchment area","Year opened","Year closed","Peak flow data","Daily data","Live data","Factors affecting runoff"
"27091","Crimple","Blackstones","77","1991","","No","Yes","No",""
"27092","Esk","Briggswath","325","1992","","Yes","Yes","No",""
"27093","Riccal","Nunnington","","2005","","No","Yes","No",""
"27094","Wiske","Romanby Viewly Bridge","158","2007","","Yes","Yes","No",""
"27095","Pickering Beck","Pickering","66","2000","","Yes","No","No",""
"27096","Wharfe","Netherside Hall","215","2003","","Yes","Yes","No",""
"27097","Aire","Bingley","465","2000","","Yes","No","No",""
"27098","Calder","Dewsbury","697","1996","","Yes","Yes","No",""
"27099","Derwent","Malton A64 Road Bridge","1360","2001","","Yes","Yes","No",""
"28001","Derwent","Yorkshire Bridge","126","1936","","No","Yes","No","SRP"
"28002","Blithe","Hamstall Ridware","163","1937","","Yes","Yes","No","SRPGI"
"28003","Tame","Water Orton","408","1955","","Yes","Yes","No","EI"
"28004","Tame","Lea Marston","795","1956","1982","Yes","No","No","EI"
"28005","Tame","Elford","1475","1955","1984","Yes","Yes","No","EI"
"28006","Trent","Great Haywood","325","1955","1964","No","Yes","No","SGE"
"28007","Trent","Shardlow","4400","1955","","Yes","Yes","No","SRPG"
"28008","Dove","Rocester Weir","399","1953","","Yes","Yes","No","N"
"28009","Trent","Colwick","7486","1958","","Yes","Yes","No","SRPGEI"
"28010","Derwent","Longbridge Weir","1054","1935","1986","Yes","No","No","SRPGEI"
"28011","Derwent","Matlock Bath","690","1958","2004","Yes","Yes","No","SRPGEI"
"28012","Trent","Yoxall","1229","1959","","Yes","Yes","Yes","SRPGEI"
"28014","Sow","Milford","591","1960","2011","No","Yes","No","GE"
"28015","Idle","Mattersey","529","1961","","Yes","Yes","Yes","SRGE"
"28016","Ryton","Serlby Park","231","1965","1978","No","Yes","No","E"
"28017","Devon","Cotham","284","1966","1978","Yes","Yes","No","E"
"28018","Dove","Marston on Dove","883","1961","","Yes","Yes","Yes","SRPG"
"28019","Trent","Drakelow Park","3072","1966","","Yes","Yes","No","PGE"
"28020","Churnet","Rocester","236","1954","1982","No","Yes","No","SRPGE"
"28021","Derwent","Draycott","1175","1965","1977","No","Yes","No","SRPGEI"
"28022","Trent","North Muskham","8231","1967","","Yes","Yes","Yes","SRPGEI"
"28023","Wye","Ashford","154","1965","","Yes","Yes","No","PGE"
"28024","Wreake","Syston Mill","414","1967","","Yes","Yes","No","GE"
"28025","Sence","Ratcliffe Culey","169","1964","1984","No","Yes","No","GE"
"28026","Anker","Polesworth","368","1966","","Yes","Yes","No","GE"
"28027","Erewash","Sandiacre","182","1965","","Yes","Yes","No","GEI"
"28028","Soar","Wanlip","480","1970","1981","No","Yes","No","E"
"28029","Kingston Brook","Kingston Hall","57","1966","1984","No","Yes","No","EI"
"28030","Black Brook","Onebarrow","8","1967","1984","No","Yes","No","GE"
"28031","Manifold","Ilam","149","1968","","Yes","Yes","No","N"
"28032","Meden","Church Warsop","63","1965","","Yes","Yes","No","GEI"
"28033","Dove","Hollinsclough","8","1965","","Yes","Yes","No","N"
"28035","Leen","Triumph Road Nottingham","111","1968","","No","Yes","No","GEI"
"28036","Poulter","Twyford Bridge","128","1969","","No","Yes","No","SRGE"
"28037","Derwent","Mytham Bridge","203","1968","1996","No","Yes","No","SRPE"
"28038","Manifold","Hulme End","46","1969","1982","Yes","Yes","No","PE"
"28039","Rea","Calthorpe Park","74","1967","","Yes","Yes","No","E"
"28040","Trent","Stoke-On-Trent","53","1968","","Yes","Yes","No","SGE"
"28041","Hamps","Waterhouses","35","1968","","Yes","Yes","No","EN"
"28043","Derwent","Chatsworth","335","1968","","Yes","Yes","No","SRP"
"28044","Poulter","Cuckney","32","1969","","No","Yes","Yes","GE"
"28045","Meden/Maun","Bothamsall / Haughton","263","1965","1984","Yes","Yes","No","GE"
"28046","Dove","Izaak Walton","83","1969","","Yes","Yes","No","N"
"28047","Oldcotes Dyke","Blyth","85","1970","","Yes","Yes","No","E"
"28048","Amber","Wingfield Park","139","1970","","Yes","Yes","No","SRPG"
"28049","Ryton","Worksop","77","1970","","Yes","Yes","Yes","GE"
"28050","Torne","Auckley","136","1970","","No","Yes","No","GE"
"28052","Sow","Great Bridgeford","163","1971","","Yes","Yes","Yes","GE"
"28053","Penk","Penkridge","272","1971","","Yes","Yes","No","EI"
"28055","Ecclesbourne","Duffield","50","1971","","Yes","Yes","No","PE"
"28056","Rothley Brook","Rothley","94","1973","","Yes","Yes","No","SE"
"28058","Henmore Brook","Ashbourne","42","1974","","Yes","Yes","No","SP"
"28059","Maun","Mansfield STW","29","1965","1984","Yes","Yes","No","GE"
"28060","Dover Beck","Lowdham","69","1971","","Yes","Yes","No","G"
"28061","Churnet","Basford Bridge","139","1975","","Yes","Yes","No","SP"
"28066","Cole","Coleshill","130","1973","","Yes","Yes","No","EI"
"28067","Derwent","Church Wilne","1178","1973","","Yes","Yes","No","SPEI"
"28068","Lathkill","Pickering Wood","90","1964","","No","Yes","No",""
"28070","Burbage Brook","Burbage","9","1965","1982","Yes","Yes","No","N"
"28072","Greet","Southwell","46","1974","","No","Yes","No","GI"
"28074","Soar","Kegworth","1292","1978","","No","Yes","Yes","SPEI"
"28079","Meece Brook","Shallowford","86","1981","","No","Yes","No","EI"
"28080","Tame","Lea Marston Lakes","799","1957","","Yes","Yes","No","EI"
"28081","Tame","Bescot","169","1982","","Yes","Yes","No","EI"
"28082","Soar","Littlethorpe","184","1971","","Yes","Yes","No","E"
"28083","Trent","Darlaston","195","1982","","Yes","Yes","No","PEI"
"28085","Derwent","St Mary's Bridge","1054","1936","","Yes","Yes","Yes","SRPGEI"
"28086","Sence","South Wigston","113","1983","","Yes","Yes","No","EI"
"28087","Tame","Perry Park","196","1983","1993","No","Yes","No",""
"28091","Ryton","Blyth","231","1985","","Yes","Yes","Yes","EI"
"28093","Soar","Pillings Lock","1108","1985","","No","Yes","No","SPEI"
"28095","Tame","Hopwas Bridge","1422","1986","","Yes","Yes","No","N"
"28102","Blythe","Whitacre","194","1986","1998","No","Yes","No","E"
"28103","Henmore Brook","Carsington Outflow","16","1988","","No","Yes","No",""
"28109","Sow","Walkmill","11","1979","2016","No","Yes","No",""
"28110","Oldacre Brook","Brocton","3","1985","2013","No","Yes","No",""
"28112","Churnet","Quixhill","213","1998","","No","Yes","No",""
"28113","Erewash","Pinxton","27","2000","","No","Yes","No",""
"28115","Maun","Mansfield the Dykes","32","1992","","Yes","Yes","No","E"
"28116","Maun","Whitewater Bridge","157","1992","","No","Yes","No","GE"
"28117","Derwent","Whatstandwell","755","1992","","No","Yes","No","SRPGEI"
"28118","Meden","Perlethorpe","97","1994","","No","Yes","No",""
"29001","Waithe Beck","Brigsley","108","1960","","Yes","Yes","Yes","PGEI"
"29002","Great Eau","Claythorpe Mill","77","1962","","Yes","Yes","Yes","GI"
"29003","Lud","Louth","55","1968","","Yes","Yes","Yes","G"
"29004","Ancholme","Bishopbridge","55","1968","","Yes","Yes","Yes","SRGI"
"29005","Rase","Bishopbridge","67","1967","","Yes","Yes","Yes","PGEI"
"29009","Ancholme","Toft Newton","27","1974","","Yes","Yes","Yes","GI"
"30001","Witham","Claypole Mill","298","1959","","Yes","Yes","Yes","RPE"
"30002","Barlings Eau","Langworth Bridge","210","1960","","No","Yes","Yes","GI"
"30003","Bain","Fulsby Lock","197","1962","","Yes","Yes","Yes","SPI"
"30004","Lymn","Partney Mill","62","1962","","Yes","Yes","Yes","PI"
"30005","Witham","Saltersford Total","126","1973","","Yes","Yes","Yes","RPGI"
"30006","Slea","Leasingham Mill","48","1974","","Yes","Yes","Yes","PGI"
"30011","Bain","Goulceby Bridge","63","1971","","Yes","Yes","Yes","SGI"
"30012","Stainfield Beck","Cream Poke Farm","37","1970","","No","Yes","Yes","N"
"30013","Heighington Beck","Heighington","21","1976","","Yes","Yes","Yes","GI"
"30014","Pointon Lode","Pointon","12","1972","","Yes","Yes","Yes","I"
"30015","Cringle Brook","Stoke Rochford","51","1976","","Yes","Yes","Yes","N"
"30017","Witham","Colsterworth","51","1978","","Yes","Yes","Yes","R"
"30018","Honington Beck","Honington","22","1983","","No","Yes","No","EI"
"30033","Brant","Brant Broughton","66","1990","","No","Yes","No","GI"
"31001","Eye Brook","Eye Brook Reservoir","60","1939","1999","No","Yes","No","SR"
"31002","Glen","Kates Br & King St Br","342","1960","","Yes","Yes","No","GI"
"31004","Welland","Tallington Total","717","1967","","Yes","Yes","Yes","SPEI"
"31005","Welland","Tixover","417","1963","","Yes","No","No","SEI"
"31006","Gwash","Belmesthorpe","150","1967","","Yes","Yes","Yes","SRP"
"31007","Welland","Barrowden","412","1968","","No","Yes","No","SEI"
"31008","East Glen","Manthorpe","136","1970","","No","Yes","Yes","G"
"31009","West Glen","Shillingthorpe","173","1968","","No","Yes","Yes","G"
"31010","Chater","Fosters Bridge","69","1968","","Yes","Yes","Yes","N"
"31011","West Glen","Burton Coggles","32","1969","","No","Yes","Yes","G"
"31013","East Glen","Irnham","72","1969","","No","Yes","Yes","G"
"31016","North Brook","Empingham","37","1969","","No","Yes","Yes","SI"
"31021","Welland","Ashley","251","1970","","Yes","Yes","Yes","REI"
"31022","Jordan","Market Harborough","21","1970","","No","Yes","Yes","E"
"31023","West Glen","Easton Wood","4","1972","","Yes","Yes","No","N"
"31024","Holywell Brook","Holywell","22","1972","","No","Yes","Yes","G"
"31025","Gwash South Arm","Manton","25","1978","","Yes","Yes","Yes","I"
"31026","Egleton Brook","Egleton","3","1979","2014","Yes","Yes","No","N"
"31028","Gwash","Church Bridge","77","1982","","No","Yes","No","SRP"
"32001","Nene","Orton","1634","1939","1996","No","Yes","No","SPEI"
"32002","Willow Brook","Fotheringhay","90","1938","","Yes","Yes","Yes","SEI"
"32003","Harpers Brook","Old Mill Bridge","74","1938","","Yes","Yes","Yes","N"
"32004","Ise Brook","Harrowden","194","1943","","Yes","Yes","Yes","SI"
"32006","Nene/Kislingbury","Upton Total","223","1939","","No","Yes","Yes","E"
"32007","Nene/Brampton","St Andrews Total","233","1939","","Yes","Yes","No","SPEI"
"32008","Nene/Kislingbury","Dodford","107","1945","","Yes","Yes","Yes","E"
"32010","Nene","Wansford","1530","1939","","Yes","Yes","Yes","SPEI"
"32012","Wootton Brook","Lady Bridge","53","1968","2000","No","Yes","No","E"
"32016","Willow Brook South","Corby South","8","1969","","No","Yes","Yes","N"
"32019","Slade Brook","Kettering","58","1970","","No","Yes","Yes","SEI"
"32020","Wittering Brook","Wansford","47","1970","1985","No","Yes","No","EI"
"32029","Flore","Experimental Catchment","7","1973","1979","Yes","Yes","No","N"
"32031","Wootton Brook","Wootton Park","74","1982","","No","Yes","Yes","N"
"33001","Bedford Ouse","Brownshill Staunch","3030","1936","1962","No","Yes","No","SPGEI"
"33002","Bedford Ouse","Bedford","1460","1933","2015","No","Yes","No","SPGEI"
"33003","Cam","Bottisham","803","1936","1987","No","Yes","No","GEI"
"33004","Lark","Isleham","466","1936","1986","No","Yes","No","GEI"
"33005","Bedford Ouse","Thornborough Mill","389","1951","1991","Yes","Yes","No","SPGEI"
"33006","Wissey","Northwold Total","275","1956","","No","Yes","No","PGEI"
"33007","Nar","Marham","153","1953","","Yes","Yes","Yes","PGEI"
"33009","Bedford Ouse","Harrold Mill","1320","1955","1996","Yes","Yes","No","SPGEI"
"33011","Little Ouse","County Bridge Euston","129","1960","","Yes","Yes","Yes","GEI"
"33012","Kym","Meagre Farm","138","1960","","Yes","Yes","Yes","EI"
"33013","Sapiston","Rectory Bridge","206","1949","","Yes","Yes","Yes","GEI"
"33014","Lark","Temple","272","1960","","Yes","Yes","Yes","GEI"
"33015","Ouzel","Willen","277","1962","","Yes","Yes","Yes","GEI"
"33016","Cam","Jesus Lock","762","1959","1983","No","Yes","No","GEI"
"33017","Bedford Ouse","St Ives","2860","1961","1965","Yes","No","No","SPGEI"
"33018","Tove","Cappenham Bridge","138","1962","","Yes","Yes","Yes","EI"
"33019","Thet","Melford Bridge","316","1962","","Yes","Yes","Yes","GEI"
"33020","Alconbury Brook","Brampton","202","1963","","No","Yes","No","EI"
"33021","Rhee","Burnt Mill","303","1962","","Yes","Yes","Yes","GEI"
"33022","Ivel","Blunham","541","1965","","Yes","Yes","Yes","GEI"
"33023","Lea Brook","Beck Bridge","102","1962","","Yes","Yes","Yes","GEI"
"33024","Cam","Dernford","198","1949","","Yes","Yes","Yes","GEI"
"33025","Babingly","West Newton Mill","40","1963","1976","No","Yes","No","GI"
"33026","Bedford Ouse","Offord","2570","1970","","No","Yes","No","SPGEI"
"33027","Rhee","Wimpole","119","1965","","Yes","Yes","Yes","GEI"
"33028","Flit","Shefford","120","1966","","Yes","Yes","Yes","GEI"
"33029","Stringside","Whitebridge","99","1965","","Yes","Yes","Yes","GI"
"33030","Clipstone Brook","Clipstone","39","1957","","Yes","Yes","Yes","GEI"
"33031","Broughton Brook","Broughton","67","1971","","Yes","Yes","Yes","GE"
"33032","Heacham","Heacham","59","1965","","Yes","Yes","Yes","GI"
"33033","Hiz","Arlesey","108","1973","","Yes","Yes","Yes","GEI"
"33034","Little Ouse","Abbey Heath","689","1968","","Yes","Yes","Yes","GEI"
"33035","Ely Ouse","Denver Complex","3430","1958","","No","Yes","Yes","GEI"
"33037","Bedford Ouse","Newport Pagnell Total","800","1969","","Yes","Yes","Yes","PGEI"
"33039","Bedford Ouse","Roxton","1660","1972","","Yes","Yes","Yes","PGEI"
"33040","Rhee","Ashwell","2","1971","","No","Yes","Yes","RG"
"33044","Thet","Bridgham","278","1973","","Yes","Yes","Yes","GEI"
"33045","Wittle","Quidenham","28","1973","","Yes","Yes","Yes","GI"
"33046","Thet","Redbridge","145","1973","","Yes","Yes","No","GI"
"33048","Larling Brook","Stonebridge","21","1973","2000","Yes","No","No","GI"
"33049","Stanford Water","Buckenham Tofts","44","1973","1977","Yes","Yes","No","N"
"33050","Snail","Fordham","61","1974","","Yes","Yes","Yes","GI"
"33051","Cam","Chesterford","141","1964","","Yes","Yes","Yes","GEI"
"33052","Swaffham Lode","Swaffham Bulbeck","36","1963","","Yes","Yes","Yes","GE"
"33053","Granta","Stapleford","114","1949","","No","Yes","Yes","GEI"
"33054","Babingley","Castle Rising","48","1976","","Yes","Yes","Yes","GEI"
"33055","Granta","Babraham","99","1976","","Yes","Yes","Yes","GEI"
"33056","Quy Water","Lode","76","1975","","No","Yes","Yes","GEI"
"33057","Ouzel","Leighton Buzzard","119","1976","","Yes","Yes","No","GEI"
"33058","Ouzel","Bletchley","215","1978","","Yes","Yes","Yes","GEI"
"33061","Shep","Fowlmere One","3","1978","","No","Yes","No","G"
"33062","Guilden Brook","Fowlmere Two","3","1978","","No","Yes","Yes","G"
"33063","Little Ouse","Knettishall","101","1980","","Yes","Yes","Yes","GEI"
"33064","Whaddon Brook","Whaddon","16","1980","","No","Yes","Yes","GE"
"33065","Hiz","Hitchin","12","1980","","No","Yes","Yes","GEI"
"33066","Granta","Linton","60","1981","","No","Yes","Yes","GEI"
"33068","Cheney Water","Gatley End","5","1982","","No","Yes","No",""
"33070","Lark","Fornham St Martin","110","1985","","No","Yes","Yes",""
"34001","Yare","Colney","232","1959","","Yes","Yes","Yes","GI"
"34002","Tas","Shotesham","147","1957","","No","Yes","No","GEI"
"34003","Bure","Ingworth","165","1959","","Yes","Yes","Yes","GI"
"34004","Wensum","Costessey Mill","571","1960","","No","Yes","Yes","GI"
"34005","Tud","Costessey Park","73","1961","","Yes","Yes","Yes","GI"
"34006","Waveney","Needham Mill","370","1963","","Yes","Yes","No","RI"
"34007","Dove","Oakley Park","134","1966","","Yes","Yes","Yes","RGI"
"34008","Ant","Honing Lock","49","1966","","Yes","Yes","Yes","PGI"
"34010","Waveney","Billingford Bridge","149","1968","","No","Yes","Yes","REI"
"34011","Wensum","Fakenham","162","1966","","No","Yes","No","GI"
"34012","Burn","Burnham Overy","80","1966","","Yes","Yes","Yes","GEI"
"34014","Wensum","Swanton Morley Total","398","1969","","No","Yes","Yes","GEI"
"34018","Stiffkey","Warham","88","1972","","No","Yes","Yes","PGI"
"34019","Bure","Horstead Mill","313","1974","","No","Yes","Yes","RGI"
"35001","Gipping","Constantine Weir","311","1961","1996","No","Yes","No","GI"
"35002","Deben","Naunton Hall","163","1964","","No","Yes","Yes","RGI"
"35003","Alde","Farnham","64","1961","","Yes","Yes","Yes","GI"
"35004","Ore","Beversham","55","1965","","Yes","Yes","Yes","GI"
"35008","Gipping","Stowmarket","129","1966","","Yes","Yes","Yes","GEI"
"35010","Gipping","Bramford","298","1969","","Yes","Yes","No","GI"
"35011","Belstead Brook","Belstead","40","1968","2019","Yes","No","No","I"
"35013","Blyth","Holton","93","1970","","No","Yes","No","GI"
"35014","Mill River","Newbourne","27","1948","1969","No","Yes","No","I"
"36001","Stour","Stratford St Mary","844","1928","1992","No","Yes","No","RPGEI"
"36002","Glem","Glemsford","87","1960","","Yes","Yes","No","GI"
"36003","Box","Polstead","54","1960","","Yes","Yes","Yes","GEI"
"36004","Chad Brook","Long Melford","47","1965","","Yes","Yes","No","GI"
